,Unnamed: 0,PROPERTY LEVEL LATITUDE,PROPERTY LEVEL LONGITUDE,ORIGINAL APN,ind,address,type,delivery_point_barcode,record_type,rdi,dpv_match_code,dpv_footnotes,footnotes,1br_rent_estimate,search_radius,1br_affordable_75,1br_affordable_80,1br_affordable_85,1br_affordable_90,1br_affordable_95,1br_affordable_100
0,0,42.782521,-85.502569,41-23-33-101-001,0.0,"10010 Crossroads Ct, Caledonia, MI 49316, USA",premise,493168000000.0,H,Residential,D,AAN1,H#L#M#,1305,1.5,1,1,1,1,1,1
1,1,42.786286,-85.509398,41-23-29-476-028,0.0,"301 S Maple St SE, Caledonia, MI 49316, USA",street_address,493169000000.0,H,Residential,D,AAN1,H#,1305,1.5,1,1,1,1,1,1
2,2,42.789451,-85.514409,41-23-29-403-004,0.0,"203 E Main St SE, Caledonia, MI 49316, USA",beauty_salon,493167000000.0,H,Residential,D,AAN1,H#,1305,1.5,1,1,1,1,1,1
3,3,42.79047,-85.513271,41-23-29-254-009,0.0,"303 Emmons St SE, Caledonia, MI 49316, USA",premise,493167000000.0,H,Residential,D,AAN1,H#,1305,1.5,1,1,1,1,1,1
4,4,42.812479,-85.67151,41-21-13-400-065,0.0,"325 84th St SW, Byron Center, MI 49315, USA",premise,493159000000.0,H,Residential,D,AAN1,H#,908,1.5,0,0,0,0,0,0
5,5,42.813725,-85.714827,41-21-15-376-014,0.0,"2115 84th St SW Ste A, Byron Center, MI 49315, USA",establishment,493159000000.0,H,Residential,Y,AABB,N#,1034,1.5,1,1,0,0,0,0
6,6,42.827619,-85.66024,41-22-07-353-057,0.0,"146 Lurie St SE, Kentwood, MI 49548, USA",street_address,495488000000.0,H,Residential,D,AAN1,H#,908,1.5,0,0,0,0,0,0
7,7,42.830008,-85.65979200000002,41-22-07-305-053,0.0,"146 Coleman St SE, Grand Rapids, MI 49548, USA",premise,495488000000.0,H,Residential,D,AAN1,H#,908,1.5,0,0,0,0,0,0
8,8,42.830009,-85.660622,41-22-07-305-052,0.0,"116 Coleman St SE, Grand Rapids, MI 49548, USA",premise,495488000000.0,H,Residential,D,AAN1,H#,908,1.5,0,0,0,0,0,0
9,9,42.835228,-85.625201,41-22-08-276-005,0.0,"7115 Kalamazoo Ave SE, Caledonia, MI 49316, USA",street_address,493169000000.0,H,Residential,D,AAN1,H#,1305,1.5,1,1,1,1,1,1
10,10,42.837326,-85.694676,41-21-11-126-001,0.0,"7032 Marshwood Dr SW, Byron Center, MI 49315, USA",street_address,493159000000.0,H,Residential,D,AAN1,H#,930,1.5,0,0,0,0,0,0
11,11,42.850218,-85.57494799999998,41-22-02-201-002,0.0,"3638 Cobblefield Cir, Caledonia, MI 49316, USA",street_address,493169000000.0,H,Residential,D,AAN1,H#L#,1413,1.5,1,1,1,1,1,1
12,12,42.850957,-85.64064599999998,41-22-05-151-010,0.0,"960 Woodfield E Dr SE, Grand Rapids, MI 49508, USA",street_address,495087000000.0,H,Residential,D,AAN1,H#N#,1034,1.5,1,1,0,0,0,0
13,13,42.854217,-85.65050500000002,41-22-06-200-060,0.0,"560 60th St SE, Grand Rapids, MI 49548, USA",street_address,495487000000.0,H,Residential,D,AAN1,H#,1413,1.5,1,1,1,1,1,1
14,14,42.858265,-85.725425,41-17-33-427-044,0.0,"5892 Bayberry Farms Dr SW, Wyoming, MI 49418, USA",street_address,494189000000.0,H,Residential,D,AAN1,H#,930,1.5,0,0,0,0,0,0
15,15,42.861409,-85.648313,41-18-31-427-003,0.0,"670 56th St SE, Kentwood, MI 49548, USA",premise,495481000000.0,H,Residential,D,AAN1,H#,1034,1.5,1,1,0,0,0,0
16,16,42.861628,-85.649314,41-18-31-427-001,0.0,"620 56th St SE, Kentwood, MI 49548, USA",street_address,495486000000.0,H,Residential,D,AAN1,H#,1034,1.5,1,1,0,0,0,0
17,17,42.861736,-85.71144,41-17-34-401-005,0.0,"1987 Parkcrest Dr SW, Wyoming, MI 49519, USA",street_address,495199000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
18,18,42.861788,-85.648306,41-18-31-427-002,0.0,"660 56th St SE, Kentwood, MI 49548, USA",premise,495481000000.0,H,Residential,D,AAN1,H#,1034,1.5,1,1,0,0,0,0
19,19,42.861831,-85.726034,41-17-33-427-015,0.0,"2520 56th St SW, Wyoming, MI 49418, USA",street_address,494188000000.0,H,Residential,D,AAN1,H#,930,1.5,0,0,0,0,0,0
20,20,42.864613,-85.660744,41-18-31-103-078,0.0,"150 Kellogg Woods Park Dr SE, Grand Rapids, MI 49548, USA",street_address,495481000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
21,21,42.865131,-85.56795600000002,41-18-35-276-007,0.0,"3928 N Rosebud Dr, Kentwood, MI 49512, USA",street_address,495129000000.0,H,Residential,D,AAN1,H#L#,1413,1.5,1,1,1,1,1,1
22,22,42.867314,-85.660724,41-18-31-103-070,0.0,"5220 Kellogg Woods Dr SE, Kentwood, MI 49548, USA",street_address,495481000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
23,23,42.872824,-85.66544300000002,41-17-25-477-014,0.0,"42 50th St SW, Grand Rapids, MI 49548, USA",street_address,495486000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
24,24,42.874656,-85.612234,41-18-28-401-012,0.0,"2135 Sandy Shore Dr SE, Kentwood, MI 49508, USA",street_address,495085000000.0,H,Residential,D,AAN1,H#,1413,1.5,1,1,1,1,1,1
25,25,42.875342,-85.72935600000002,41-17-28-401-008,0.0,"2600 Woodlake Rd SW, Wyoming, MI 49519, USA",street_address,495195000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
26,26,42.87551,-85.74189100000002,41-17-28-301-003,0.0,"4930 Ivanrest Ave SW, Wyoming, MI 49418, USA",street_address,494189000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
27,27,42.87591,-85.59906600000002,41-18-27-327-001,0.0,"4844 Breton Rd SE, Kentwood, MI 49508, USA",street_address,495085000000.0,H,Residential,D,AAN1,H#,1413,1.5,1,1,1,1,1,1
28,28,42.877068,-85.644566,41-18-29-155-027,0.0,"4738 Eastern Ave SE, Grand Rapids, MI 49508, USA",street_address,495088000000.0,H,Residential,D,AAN1,H#,1298,1.5,1,1,1,1,1,1
29,29,42.87745,-85.60461,41-18-27-170-001,0.0,"4735 N Breton Ct SE, Kentwood, MI 49508, USA",street_address,495085000000.0,H,Residential,D,AAN1,H#,1413,1.5,1,1,1,1,1,1
30,30,42.877557,-85.617056,41-18-28-194-022,0.0,"4723 Circle Shore Dr SE, Kentwood, MI 49508, USA",street_address,495081000000.0,H,Residential,D,AAN1,H#,1298,1.5,1,1,1,1,1,1
31,31,42.878408,-85.597514,41-18-27-176-005,0.0,"4751 Walma Ave SE, Kentwood, MI 49512, USA",street_address,495125000000.0,H,Residential,D,AAN1,H#,1413,1.5,1,1,1,1,1,1
32,32,42.878463,-85.607371,41-18-28-226-020,0.0,"4703 Drummond Blvd SE, Kentwood, MI 49508, USA",street_address,495081000000.0,H,Residential,D,AAN1,H#,1413,1.5,1,1,1,1,1,1
33,33,42.879298,-85.602575,41-18-27-155-002,0.0,"4634 N Breton Ct SE, Kentwood, MI 49508, USA",street_address,495088000000.0,H,Residential,D,AAN1,H#,1413,1.5,1,1,1,1,1,1
34,34,42.87951500000001,-85.644712,41-18-29-156-001,0.0,"4650 Eastern Ave SE, Kentwood, MI 49508, USA",street_address,495088000000.0,H,Residential,D,AAN1,H#,1298,1.5,1,1,1,1,1,1
35,35,42.881625,-85.770042,41-17-30-232-001,0.0,"4325 Wimbledon Dr, Grandville, MI 49418, USA",street_address,494183000000.0,H,Residential,D,AAN1,H#L#,1000,1.5,1,0,0,0,0,0
36,36,42.881757,-85.621347,41-18-28-125-003,0.0,"4520 Bowen Blvd SE, Kentwood, MI 49508, USA",premise,495085000000.0,H,Residential,D,AAN1,H#,1298,1.5,1,1,1,1,1,1
37,37,42.881881,-85.70979,41-17-27-201-016,0.0,"1790 R W Berends Drive Southwest, Wyoming, MI 49519, USA",street_address,495195000000.0,H,Residential,D,AAN1,H#N#,1000,1.5,1,0,0,0,0,0
38,38,42.882081,-85.70665600000002,41-17-27-226-015,0.0,"1650 R W Berends Drive Southwest, Wyoming, MI 49519, USA",street_address,495195000000.0,H,Residential,D,AAN1,H#N#,1000,1.5,1,0,0,0,0,0
39,39,42.882657,-85.598497,41-18-27-126-012,0.0,"2718 44th St SE, Kentwood, MI 49512, USA",premise,495124000000.0,H,Residential,D,AAN1,H#,1413,1.5,1,1,1,1,1,1
40,40,42.88304,-85.70083699999998,41-17-26-101-054,0.0,"1490 44th St SW, Wyoming, MI 49509, USA",premise,495094000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
41,41,42.883116,-85.702687,41-17-26-101-021,0.0,"1540 44th St SW, Wyoming, MI 49509, USA",premise,495094000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
42,42,42.883127,-85.70207099999998,41-17-26-101-085,0.0,"1536 44th St SW, Wyoming, MI 49509, USA",premise,495094000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
43,43,42.883255,-85.647609,41-18-30-227-063,0.0,"702 44th St SE, Kentwood, MI 49548, USA",street_address,495488000000.0,H,Residential,D,AAN1,H#,1298,1.5,1,1,1,1,1,1
44,44,42.883276,-85.703296,41-17-26-101-083,0.0,"1550 44th St SW, Wyoming, MI 49509, USA",street_address,495094000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
45,45,42.883385,-85.701463,41-17-26-101-062,0.0,"1536 44th St SW, Wyoming, MI 49509, USA",premise,495094000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
46,46,42.883532,-85.700337,41-17-26-101-077,0.0,"1446 44th St SW, Wyoming, MI 49509, USA",street_address,495094000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
47,47,42.88399,-85.700906,41-17-26-101-075,0.0,"1474 44th St SW, Wyoming, MI 49509, USA",street_address,495094000000.0,H,Residential,D,AAN1,H#,1000,1.5,1,0,0,0,0,0
48,48,42.884439,-85.627848,41-18-20-481-006,0.0,"4350 Norman Dr SE, Grand Rapids, MI 49508, USA",street_address,495089000000.0,H,Residential,D,AAN1,H#,1298,1.5,1,1,1,1,1,1
49,49,42.884962,-85.624533,41-18-21-352-024,0.0,"4320 Kalamazoo Ave SE, Grand Rapids, MI 49508, USA",establishment,495086000000.0,H,Residential,D,AAN1,H#,1298,1.5,1,1,1,1,1,1
50,50,42.885054,-85.700307,41-17-23-355-041,0.0,"1433 44th St SW, Wyoming, MI 49509, USA",street_address,495094000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
51,51,42.885488,-85.604908,41-18-22-351-011,0.0,"4352 Breton Rd SE, Kentwood, MI 49512, USA",establishment,495129000000.0,H,Residential,D,AAN1,H#,1413,5.0,1,1,1,1,1,1
52,52,42.88664,-85.73493,41-17-21-376-014,0.0,"4252 Turtle Bend Dr SW, Grandville, MI 49418, USA",street_address,494183000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
53,53,42.88718,-85.62919699999998,41-18-20-478-012,0.0,"1450 42nd St SE, Grand Rapids, MI 49508, USA",premise,495084000000.0,H,Residential,D,AAN1,H#,1298,5.0,1,1,1,1,1,1
54,54,42.88728,-85.627382,41-18-20-478-003,0.0,"1520 42nd St SE, Grand Rapids, MI 49508, USA",premise,495084000000.0,H,Residential,D,AAN1,H#,1298,5.0,1,1,1,1,1,1
55,55,42.887288,-85.628375,41-18-20-478-002,0.0,"1500 42nd St SE, Grand Rapids, MI 49508, USA",establishment,495084000000.0,H,Residential,D,AAN1,H#,1298,5.0,1,1,1,1,1,1
56,56,42.887389,-85.600576,41-18-22-328-015,0.0,"4155 Nature Trail Dr SE, Kentwood, MI 49512, USA",premise,495129000000.0,H,Residential,D,AAN1,H#,1413,5.0,1,1,1,1,1,1
57,57,42.887532,-85.732427,41-17-21-451-038,0.0,"4249 Crooked Tree Rd SW, Wyoming, MI 49519, USA",street_address,495197000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
58,58,42.888054,-85.685197,41-17-23-476-039,0.0,"4163 Clyde Park Ave SW, Wyoming, MI 49509, USA",premise,495095000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
59,59,42.888124,-85.775244,41-17-19-376-019,0.0,"4401 Heritage Ct SW, Grandville, MI 49418, USA",street_address,494183000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
60,60,42.888385,-85.630444,41-18-20-431-007,0.0,"4142 Oak Park Dr SE, Grand Rapids, MI 49508, USA",premise,495087000000.0,H,Residential,D,AAN1,H#,1298,5.0,1,1,1,1,1,1
61,61,42.888762,-85.63070400000002,41-18-20-430-012,0.0,"4130 Oak Park Dr SE, Grand Rapids, MI 49508, USA",establishment,495084000000.0,H,Residential,D,AAN1,H#,1298,5.0,1,1,1,1,1,1
62,62,42.889205,-85.631563,41-18-20-430-007,0.0,"1350 Kendall St SE, Grand Rapids, MI 49508, USA",establishment,495084000000.0,H,Residential,D,AAN1,H#,1298,5.0,1,1,1,1,1,1
63,63,42.889421,-85.734105,41-17-21-326-006,0.0,"4129 Pine Creek Rd SW, Grandville, MI 49418, USA",street_address,494183000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
64,64,42.88985,-85.63537,41-18-20-401-018,0.0,"4061-4093 Tangle Cir Dr SE, Grand Rapids, MI 49508, USA",establishment,495084000000.0,H,Residential,S,AACC,N#S#,1413,5.0,1,1,1,1,1,1
65,65,42.890187,-85.632355,41-18-20-428-012,0.0,"1340 Blossom St SE, Grand Rapids, MI 49508, USA",premise,495084000000.0,H,Residential,D,AAN1,H#,1298,5.0,1,1,1,1,1,1
66,66,42.89042,-85.624325,41-18-21-301-031,0.0,"4024 Kalamazoo Ave SE, Kentwood, MI 49508, USA",street_address,495084000000.0,H,Residential,D,AAN1,H#,1413,5.0,1,1,1,1,1,1
67,67,42.89164,-85.597592,41-18-22-178-003,0.0,"2772 Pfeiffer Woods Dr SE, Kentwood, MI 49512, USA",premise,495129000000.0,H,Residential,D,AAN1,H#,1413,5.0,1,1,1,1,1,1
68,68,42.89301500000001,-85.68134,41-17-24-153-021,0.0,"3920 Clyde Park Ave SW, Wyoming, MI 49509, USA",premise,495095000000.0,H,Residential,D,AAN1,H#,1245,5.0,1,1,1,1,1,0
69,69,42.894384,-85.781297,41-17-19-153-020,0.0,"3880 Kenowa Ave SW, Grandville, MI 49418, USA",premise,494183000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
70,70,42.897525,-85.688008,41-17-23-226-044,0.0,"3624 Pine Oak Ave SW, Wyoming, MI 49509, USA",street_address,495094000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
71,71,42.897544,-85.681253,41-17-24-102-036,0.0,"640 36th St SW, Wyoming, MI 49509, USA",establishment,495095000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
72,72,42.897871,-85.690484,41-17-23-205-010,0.0,"3644 Dunbar Ave SW, Wyoming, MI 49509, USA",street_address,495094000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
73,73,42.898621,-85.699126,41-17-23-126-008,0.0,"1390 36th St SW, Grand Rapids, MI 49509, USA",street_address,495093000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
74,74,42.898835,-85.72614200000002,41-17-21-226-098,0.0,"2410 36th St SW, Grand Rapids, MI 49519, USA",street_address,495193000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
75,75,42.899425,-85.690926,41-17-14-455-001,0.0,"1009 36th St SW, Wyoming, MI 49509, USA",street_address,495094000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
76,76,42.89950200000001,-85.566857,41-18-13-352-001,0.0,"3512 E Paris Ave S E, Kentwood, MI 49512, USA",street_address,495123000000.0,H,Residential,D,AAN1,H#N#,971,5.0,1,0,0,0,0,0
77,77,42.899535,-85.692727,41-17-14-453-026,0.0,"1111 36th St SW, Wyoming, MI 49509, USA",premise,495097000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
78,78,42.89974,-85.692052,41-17-14-453-047,0.0,"1075 36th St SW, Wyoming, MI 49509, USA",premise,495097000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
79,79,42.900063,-85.664959,41-18-18-353-045,0.0,"3524 Division Ave S, Grand Rapids, MI 49548, USA",premise,495482000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
80,80,42.90155,-85.559728,41-18-13-376-001,0.0,"4325 Forest Way Dr SE, Kentwood, MI 49512, USA",street_address,495123000000.0,H,Residential,D,AAN1,H#N#,1019,5.0,1,1,0,0,0,0
81,81,42.901586,-85.56349499999997,41-18-13-351-005,0.0,"4260 Forest Creek Ct SE, Grand Rapids, MI 49512, USA",street_address,495123000000.0,H,Residential,D,AAN1,H#,1019,5.0,1,1,0,0,0,0
82,82,42.90179000000001,-85.678923,41-17-13-354-017,0.0,"550 34th St SW, Wyoming, MI 49509, USA",street_address,495093000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
83,83,42.901952,-85.678205,41-17-13-354-018,0.0,"540 34th St SW, Wyoming, MI 49509, USA",establishment,495093000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
84,84,42.901972,-85.679592,41-17-13-354-016,0.0,"570 34th St SW, Wyoming, MI 49509, USA",premise,495093000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
85,85,42.902494,-85.681282,41-17-13-304-055,0.0,"3475 Woodward Ave SW, Wyoming, MI 49509, USA",establishment,495097000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
86,86,42.90289600000001,-85.724138,41-17-15-351-001,0.0,"2371 Barberry Dr SW, Wyoming, MI 49519, USA",premise,495193000000.0,H,Residential,D,AAN1,H#L#,1000,5.0,1,0,0,0,0,0
87,87,42.902982,-85.64350400000002,41-18-17-351-023,0.0,"924 Pastiche Dr SE, Grand Rapids, MI 49508, USA",street_address,495082000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
88,88,42.903393,-85.723798,41-17-15-302-014,0.0,"3380 Byron Center Ave SW, Wyoming, MI 49519, USA",premise,495193000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
89,89,42.903422,-85.72520899999998,41-17-16-426-039,0.0,"3395 Byron Center Ave SW, Wyoming, MI 49519, USA",premise,495193000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
90,90,42.90375,-85.598876,41-18-15-326-009,0.0,"2743 Castle Bluff Ct SE, Kentwood, MI 49512, USA",street_address,495128000000.0,H,Residential,D,AAN1,H#,1413,5.0,1,1,1,1,1,1
91,91,42.90397100000001,-85.590489,41-18-15-476-009,0.0,"3268 Coach Ln SE, Kentwood, MI 49512, USA",street_address,495128000000.0,H,Residential,D,AAN1,H#,1176,5.0,1,1,1,1,0,0
92,92,42.904076,-85.68255400000002,41-17-13-303-037,0.0,"3295 Woodward Ave SW, Wyoming, MI 49509, USA",premise,495093000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
93,93,42.90412,-85.560046,41-18-13-326-002,0.0,"3326 Pine Meadow Dr SE, Kentwood, MI 49512, USA",street_address,495123000000.0,H,Residential,D,AAN1,H#,1019,5.0,1,1,0,0,0,0
94,94,42.904687,-85.723761,41-17-15-301-018,0.0,"3320 Byron Center Ave SW, Wyoming, MI 49519, USA",premise,495196000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
95,95,42.905042,-85.68259499999998,41-17-13-303-042,0.0,"3255 Woodward Ave SW, Wyoming, MI 49509, USA",premise,495093000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
96,96,42.905358,-85.682608,41-17-13-303-041,0.0,"3239 Woodward Ave SW, Wyoming, MI 49509, USA",premise,495093000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
97,97,42.9056,-85.582722,41-18-14-176-002,0.0,"3411 32nd St SE, Kentwood, MI 49512, USA",street_address,495122000000.0,H,Residential,D,AAN1,H#,1133,5.0,1,1,1,0,0,0
98,98,42.907126,-85.723276,41-17-15-151-028,0.0,"2341 Prairie Pkwy SW, Wyoming, MI 49519, USA",premise,495193000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
99,99,42.908273,-85.712103,41-17-15-254-001,0.0,"1880 Prairie Pkwy SW, Wyoming, MI 49519, USA",premise,495193000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
100,100,42.908631,-85.723481,41-17-15-151-016,0.0,"3026 Byron Center Ave SW, Wyoming, MI 49519, USA",street_address,495196000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
101,101,42.908918,-85.713571,41-17-15-251-033,0.0,"1945 Prairie Pkwy SW, Wyoming, MI 49519, USA",street_address,495195000000.0,H,Residential,D,AAN1,H#,1000,5.0,1,0,0,0,0,0
102,102,42.909131,-85.721013,41-17-15-151-029,0.0,"3060 Waterchase Way SW, Wyoming, MI 49519, USA",street_address,495196000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
103,103,42.909174,-85.71030400000002,41-17-15-253-011,0.0,"1833 Prairie Pkwy SW, Wyoming, MI 49519, USA",street_address,495193000000.0,H,Residential,D,AAN1,H#,890,3.0,0,0,0,0,0,0
104,104,42.90932100000001,-85.63447,41-18-17-201-027,0.0,"2951 Vineland Ave SE, Grand Rapids, MI 49508, USA",premise,495081000000.0,H,Residential,D,AAN1,H#,1245,3.0,1,1,1,1,1,0
105,105,42.910013,-85.723342,41-17-15-103-026,0.0,"2350 30th St SW, Wyoming, MI 49519, USA",premise,495193000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
106,106,42.910196,-85.696184,41-17-14-176-003,0.0,"1230 Prairie Pkwy SW, Wyoming, MI 49509, USA",premise,495093000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
107,107,42.9102,-85.696826,41-17-14-176-002,0.0,"1250 Prairie Pkwy SW, Wyoming, MI 49509, USA",premise,495093000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
108,108,42.910205,-85.697467,41-17-14-176-001,0.0,"1270 Prairie Pkwy SW, Wyoming, MI 49509, USA",premise,495093000000.0,H,Residential,D,AAN1,H#,1000,3.0,1,0,0,0,0,0
